SHA256_Value,Verdict,Classification_tags,Mitre_Attack_Techniques
3138dbf1c5fdb4a04c2205f814f7ebe9c3b6c11617c2f5766b4fcc6f52abeaad,malicious,"['fallchill', 'backdoor']","['Kernel Modules and Extensions', 'File and Directory Discovery', 'Commonly Used Port', 'Remote Desktop Protocol', 'Query Registry', 'System Time Discovery', 'Hooking', 'Data Compressed', 'System Information Discovery']"
5f833901b361223b5d23214f09fd66c1e046077f983e4275001f449a2463aa7d,malicious,"['fallchill', 'backdoor']","['Kernel Modules and Extensions', 'Uncommonly Used Port', 'File and Directory Discovery', 'Commonly Used Port', 'Remote Desktop Protocol', 'Query Registry', 'System Time Discovery', 'Hooking', 'Data Compressed', 'System Information Discovery']"
49a32670bae607b22178c9be3238e8e4b918953b188e0155c8af004c588738b7,malicious,[],"['Kernel Modules and Extensions', 'Remote Desktop Protocol', 'Query Registry', 'System Time Discovery', 'Hooking', 'Data Compressed']"
77797e8ab02a87c03351991cb23d2638698bedc34b876f8aa9da1ef326c987fa,malicious,"['fallchill', 'backdoor']","['Uncommonly Used Port', 'Process Discovery', 'Commonly Used Port', 'Registry Run Keys / Start Folder', 'Security Software Discovery', 'Remote Desktop Protocol', 'Query Registry', 'System Time Discovery', 'Process Injection', 'Hooking', 'Data Compressed', 'System Owner/User Discovery', 'System Information Discovery']"
970d43683504bb20fd0b3ee9c79d1f0ef6eeb3e459ac8e42a41725ad015afb15,malicious,"['fallchill', 'backdoor']","['Kernel Modules and Extensions', 'Uncommonly Used Port', 'File and Directory Discovery', 'Commonly Used Port', 'Registry Run Keys / Start Folder', 'Remote Desktop Protocol', 'Query Registry', 'System Time Discovery', 'Hooking', 'Data Compressed', 'System Information Discovery']"
084b21bc32ee19af98f85aee8204a148032ce7eabef668481b919195dd62b319,malicious,[],"['Kernel Modules and Extensions', 'File and Directory Discovery', 'Bootkit', 'System Information Discovery', 'Process Injection', 'System Time Discovery', 'Masquerading', 'Hooking', 'Data Compressed', 'Unknown technique', 'Peripheral Device Discovery']"
ca429f34c679e5435d047e4db5ca47271c0db3a0ef0ce92009eab29bde30782e,malicious,[],"['Kernel Modules and Extensions', 'Windows Management Instrumentation', 'Remote Desktop Protocol', 'System Time Discovery', 'Hooking', 'Data Compressed']"
4a9429b35daa56d58988c300f8be63959b159ce894a3615b42bc4068d63448f6,malicious,[],"['Service Execution', 'System Time Discovery', 'Data Compressed', 'Hooking']"
429c8e9465ceb03f59bf8a263cbc7b3ed66fe3ccaede431f1d29535f0f5ee824,malicious,"['fallchill', 'backdoor']","['Data Compressed', 'Hooking']"
c95eaedaafd8041bb0fea414b4ebc0f893f54cdec0f52978be13f7835737de2a,malicious,"['fallchill', 'backdoor']","['Kernel Modules and Extensions', 'Commonly Used Port', 'Registry Run Keys / Start Folder', 'Query Registry', 'System Time Discovery', 'System Information Discovery']"
53def9428e5961063ac8a64f38e1b9ce9257020a38e19c97797b549491ecce37,malicious,"['fallchill', 'backdoor']","['Data Compressed', 'Hooking']"
b02c859efe00110a9e3a581cf3611d63ac8c81f7d6f3df4e2db736b71009ba52,malicious,[],"['Kernel Modules and Extensions', 'Remote Desktop Protocol', 'System Time Discovery', 'Code Signing', 'Hooking', 'Email Collection', 'Data Compressed']"
4e2baa27c0708c1df5da9b89f4fb1e7838430f473f1c0642569939ae209415a9,malicious,[],"['Data Compressed', 'Hooking']"
adb2c916761e861ea9c4c1819be98e723b3c616b9f1645e8852af7223f132b9e,malicious,[],"['Data Compressed', 'Hooking']"
a53e33c77ecb6c650ee022a1311e7d642d902d07dd519758f899476dbaae3e49,malicious,"['fallchill', 'backdoor']","['System Time Discovery', 'Process Injection', 'Hooking']"
d0d8a65a9dc6ada530245d5468c97027ad93f8374665676178b1a6cd1687347b,malicious,[],"['Kernel Modules and Extensions', 'File and Directory Discovery', 'Commonly Used Port', 'Remote Desktop Protocol', 'Query Registry', 'System Time Discovery', 'Hooking', 'Data Compressed', 'System Information Discovery']"
d0273a79bd80fe538312db68c1456c2e9f74f6af5072ff8f2139d292af69e776,malicious,[],"['Execution through Module Load', 'File Deletion', 'File and Directory Discovery', 'Application Window Discovery', 'System Time Discovery', 'System Information Discovery']"
24cc31022d57930e3edcc9bbf686015b274c3c828cca98182deffde9289d80a2,malicious,[],"['Data Compressed', 'System Information Discovery', 'System Time Discovery', 'Hooking']"
75e470ccbf7e0cd422cf0645a5cdeed9efc9f11c3ae070bf74081ae2569b34e7,malicious,[],"['Service Execution', 'System Time Discovery', 'Data Compressed', 'Hooking']"
4a47a73d707837db305660791d5fb100bb3682ab140c7aff27a7d76ef3664316,malicious,[],"['Data Compressed', 'Hooking']"
8a1d57ee05d29a730864299376b830a7e127f089e500e148d96d0868b7c5b520,malicious,[],"['Data Compressed', 'Hooking']"
b68474dd3ce14dd792cce99ebb7947921475546c2944bc2c6ec7e2ce60faa88d,malicious,[],"['Data Compressed', 'Hooking']"
07bbd058146d05e219b46b6c2eaa60f23d9b2ff9507fae994a81c77a05d73e5f,malicious,[],"['Data Compressed', 'Hooking']"
aef99a63416c4b12e0338becab0bd8c0e76bb638ebe7fba87adefecc150801fa,malicious,[],"['Service Execution', 'System Time Discovery', 'Hooking', 'Data Compressed', 'System Information Discovery']"
19434eb55b86a5ef3418c500884896c6c1b71317c10ebe2f745c72613646c091,malicious,[],"['Kernel Modules and Extensions', 'Service Execution', 'System Time Discovery', 'Process Injection', 'Hooking', 'System Information Discovery']"
32ec329301aa4547b4ef4800159940feb950785f1ab68d85a14d363e0ff2bc11,malicious,[],"['Kernel Modules and Extensions', 'File and Directory Discovery', 'Commonly Used Port', 'Bootkit', 'Remote Desktop Protocol', 'Query Registry', 'System Time Discovery', 'Hooking', 'Data Compressed', 'System Information Discovery', 'Peripheral Device Discovery']"
c66ef8652e15b579b409170658c95d35cfd6231c7ce030b172692f911e7dcff8,malicious,[],"['Data Compressed', 'Query Registry', 'System Time Discovery', 'Hooking']"
0608e411348905145a267a9beaf5cd3527f11f95c4afde4c45998f066f418571,malicious,[],"['Kernel Modules and Extensions', 'File and Directory Discovery', 'Commonly Used Port', 'Service Execution', 'Bootkit', 'Remote Desktop Protocol', 'Query Registry', 'System Time Discovery', 'Hooking', 'Data Compressed', 'System Information Discovery', 'Peripheral Device Discovery', 'Network Service Scanning']"
757cd920d844fdcb04582a89b55f62b9a3e9bf73804abf94c9a9e15d06030b93,malicious,[],"['Kernel Modules and Extensions', 'File and Directory Discovery', 'Commonly Used Port', 'Remote Desktop Protocol', 'Query Registry', 'System Time Discovery', 'Hooking', 'Data Compressed', 'System Information Discovery', 'Network Service Scanning']"
f8f7720785f7e75bd6407ac2acd63f90ab6c2907d3619162dc41a8ffa40a5d03,malicious,[],"['Kernel Modules and Extensions', 'File and Directory Discovery', 'Service Execution', 'Bootkit', 'Remote Desktop Protocol', 'Query Registry', 'System Time Discovery', 'Hooking', 'Data Compressed', 'System Information Discovery', 'Peripheral Device Discovery']"
73dcb7639c1f81d3f7c4931d32787bdf07bd98550888c4b29b1058b2d5a7ca33,malicious,[],"['Kernel Modules and Extensions', 'System Time Discovery', 'Hooking', 'Data Compressed', 'System Information Discovery']"
b9a26a569257fbe02c10d3735587f10ee58e4281dba43474dbdef4ace8ea7101,malicious,[],"['Kernel Modules and Extensions', 'File and Directory Discovery', 'Commonly Used Port', 'Remote Desktop Protocol', 'Query Registry', 'System Time Discovery', 'Hooking', 'Data Compressed', 'System Information Discovery']"
cd5ff67ff773cc60c98c35f9e9d514b597cbd148789547ba152ba67bfc0fec8f,malicious,[],"['System Time Discovery', 'Data Compressed', 'Process Injection', 'Hooking']"
05feed9762bc46b47a7dc5c469add9f163c16df4ddaafe81983a628da5714461,malicious,[],"['Data Compressed', 'System Time Discovery', 'Hooking']"
b05aae59b3c1d024b19c88448811debef1eada2f51761a5c41e70da3db7615a9,malicious,[],"['Kernel Modules and Extensions', 'Uncommonly Used Port', 'File and Directory Discovery', 'Commonly Used Port', 'Registry Run Keys / Start Folder', 'Command-Line Interface', 'Remote Desktop Protocol', 'Query Registry', 'Process Injection', 'System Time Discovery', 'Hooking', 'Data Compressed', 'System Information Discovery']"
fe43bc385b30796f5e2d94dfa720903c70e66bc91dfdcfb2f3986a1fea3fe8c5,malicious,[],"['Kernel Modules and Extensions', 'Bootkit', 'System Time Discovery', 'Hooking', 'Data Compressed', 'System Information Discovery', 'Peripheral Device Discovery']"
084b21bc32ee19af98f85aee8204a148032ce7eabef668481b919195dd62b319,malicious,[],"['Kernel Modules and Extensions', 'File and Directory Discovery', 'Bootkit', 'System Information Discovery', 'Process Injection', 'System Time Discovery', 'Masquerading', 'Hooking', 'Data Compressed', 'Unknown technique', 'Peripheral Device Discovery']"
d0d8a65a9dc6ada530245d5468c97027ad93f8374665676178b1a6cd1687347b,malicious,[],"['Kernel Modules and Extensions', 'File and Directory Discovery', 'Commonly Used Port', 'Remote Desktop Protocol', 'Query Registry', 'System Time Discovery', 'Hooking', 'Data Compressed', 'System Information Discovery']"
8a1d57ee05d29a730864299376b830a7e127f089e500e148d96d0868b7c5b520,malicious,[],"['Data Compressed', 'Hooking']"
32ec329301aa4547b4ef4800159940feb950785f1ab68d85a14d363e0ff2bc11,malicious,[],"['Kernel Modules and Extensions', 'File and Directory Discovery', 'Commonly Used Port', 'Bootkit', 'Remote Desktop Protocol', 'Query Registry', 'System Time Discovery', 'Hooking', 'Data Compressed', 'System Information Discovery', 'Peripheral Device Discovery']"
c66ef8652e15b579b409170658c95d35cfd6231c7ce030b172692f911e7dcff8,malicious,[],"['Data Compressed', 'Query Registry', 'System Time Discovery', 'Hooking']"
0608e411348905145a267a9beaf5cd3527f11f95c4afde4c45998f066f418571,malicious,[],"['Kernel Modules and Extensions', 'File and Directory Discovery', 'Commonly Used Port', 'Service Execution', 'Bootkit', 'Remote Desktop Protocol', 'Query Registry', 'System Time Discovery', 'Hooking', 'Data Compressed', 'System Information Discovery', 'Peripheral Device Discovery', 'Network Service Scanning']"
f8f7720785f7e75bd6407ac2acd63f90ab6c2907d3619162dc41a8ffa40a5d03,malicious,[],"['Kernel Modules and Extensions', 'File and Directory Discovery', 'Service Execution', 'Bootkit', 'Remote Desktop Protocol', 'Query Registry', 'System Time Discovery', 'Hooking', 'Data Compressed', 'System Information Discovery', 'Peripheral Device Discovery']"
b9a26a569257fbe02c10d3735587f10ee58e4281dba43474dbdef4ace8ea7101,malicious,[],"['Kernel Modules and Extensions', 'File and Directory Discovery', 'Commonly Used Port', 'Remote Desktop Protocol', 'Query Registry', 'System Time Discovery', 'Hooking', 'Data Compressed', 'System Information Discovery']"
73dcb7639c1f81d3f7c4931d32787bdf07bd98550888c4b29b1058b2d5a7ca33,malicious,[],"['Kernel Modules and Extensions', 'System Time Discovery', 'Hooking', 'Data Compressed', 'System Information Discovery']"
b05aae59b3c1d024b19c88448811debef1eada2f51761a5c41e70da3db7615a9,malicious,[],"['Kernel Modules and Extensions', 'Uncommonly Used Port', 'File and Directory Discovery', 'Commonly Used Port', 'Registry Run Keys / Start Folder', 'Command-Line Interface', 'Remote Desktop Protocol', 'Query Registry', 'Process Injection', 'System Time Discovery', 'Hooking', 'Data Compressed', 'System Information Discovery']"
fe43bc385b30796f5e2d94dfa720903c70e66bc91dfdcfb2f3986a1fea3fe8c5,malicious,[],"['Kernel Modules and Extensions', 'Bootkit', 'System Time Discovery', 'Hooking', 'Data Compressed', 'System Information Discovery', 'Peripheral Device Discovery']"
1a01b8a4c505db70f9e199337ce7f497b3dd42f25ad06487e29385580bca3676,malicious,[],"['Service Execution', 'System Information Discovery', 'System Time Discovery']"
084b21bc32ee19af98f85aee8204a148032ce7eabef668481b919195dd62b319,malicious,[],"['Kernel Modules and Extensions', 'File and Directory Discovery', 'Bootkit', 'System Information Discovery', 'Process Injection', 'System Time Discovery', 'Masquerading', 'Hooking', 'Data Compressed', 'Unknown technique', 'Peripheral Device Discovery']"
8a1d57ee05d29a730864299376b830a7e127f089e500e148d96d0868b7c5b520,malicious,[],"['Data Compressed', 'Hooking']"
04f468bec220fa9dfd4897adf86f28f8ceb04a72806c473cd22e366f716389a3,malicious,"['wannacry', 'wanacrypt0r', 'wcry']",['Data Compressed']
773186144282a63cc3502ad10a3d8fd781a6c83eaabf06de4369b4ef96d93178,malicious,"['wannacry', 'wanacrypt0r', 'ransomware', 'phishing', 'wcry']","['Uncommonly Used Port', 'Modify Registry', 'File Deletion', 'Bootkit', 'Remote Desktop Protocol', 'Local Job Scheduling', 'Data Encoding', 'Query Registry', 'Process Injection', 'System Time Discovery', 'Hooking', 'Network Service Scanning', 'File and Directory Discovery', 'Security Software Discovery', 'System Network Configuration Discovery', 'System Information Discovery', 'Peripheral Device Discovery', 'Service Execution', 'Application Window Discovery', 'New Service', 'Data Compressed', 'Software Packing', 'Kernel Modules and Extensions', 'Process Discovery']"
35b067642173874bd2766da0d108401b4cf45d6e2a8b3971d95bf474be4f6282,malicious,[],"['Kernel Modules and Extensions', 'Modify Registry', 'Process Discovery', 'Service Execution', 'Query Registry', 'Process Injection', 'Email Collection', 'Hooking', 'Data Compressed', 'Peripheral Device Discovery']"
242713ef2f372f0d39ca8f01bd09c9f99bcfe850e156621c023dd9e0bfb9bd95,malicious,['msil'],"['Modify Registry', 'File Deletion', 'Local Job Scheduling', 'Remote Desktop Protocol', 'Data Encoding', 'Query Registry', 'Process Injection', 'System Time Discovery', 'Hooking', 'Network Service Scanning', 'File and Directory Discovery', 'File System Permissions Weakness', 'Security Software Discovery', 'System Network Configuration Discovery', 'System Information Discovery', 'Peripheral Device Discovery', 'Service Execution', 'New Service', 'Email Collection', 'Data Compressed', 'Software Packing', 'Kernel Modules and Extensions', 'Process Discovery']"
539b0b5d54757e8a2b754ecdc2939eb7cf9db0ed1728e0eca407500222668505,malicious,['ransomware'],"['Kernel Modules and Extensions', 'Modify Registry', 'File Deletion', 'Process Discovery', 'Service Execution', 'Registry Run Keys / Start Folder', 'Remote Desktop Protocol', 'Query Registry', 'Process Injection', 'Email Collection', 'Hooking', 'Data Compressed']"
d00ee0e6eab686424f8d383e151d22005f19adbda5b380a75669629e32fe12a6,malicious,"['mimikatz', 'ransomware', 'apt', 'equation', 'exploit', 'backdoor']","['Kernel Modules and Extensions', 'Modify Registry', 'File Deletion', 'Process Discovery', 'Service Execution', 'Remote Desktop Protocol', 'Application Window Discovery', 'System Network Configuration Discovery', 'Query Registry', 'Process Injection', 'Hooking', 'Disabling Security Tools', 'Data Compressed', 'Peripheral Device Discovery', 'Network Service Scanning']"
0b6cd05bee398bac0000e9d7032713ae2de6b85fe1455d6847578e9c5462391f,malicious,"['ransomware', 'krakenrat', 'rat']","['Kernel Modules and Extensions', 'Modify Registry', 'File Deletion', 'File and Directory Discovery', 'Process Discovery', 'Service Execution', 'Remote System Discovery', 'Query Registry', 'Process Injection', 'System Time Discovery', 'Hooking', 'Email Collection', 'Disabling Security Tools', 'Data Compressed', 'System Information Discovery', 'Peripheral Device Discovery']"
36eea12f5b2fcbe04db2eea464c2b83ff878b26e6b8442f29404e9dfb9dc37ff,malicious,[],"['Kernel Modules and Extensions', 'Uncommonly Used Port', 'Process Discovery', 'Registry Run Keys / Start Folder', 'Application Window Discovery', 'Query Registry', 'Process Injection', 'Email Collection', 'Data Compressed', 'Peripheral Device Discovery']"
f1d81ae5a4ea7a71d5d7147565fecca141a8e03148ef3c9e7583b9159923d17a,malicious,[],"['Kernel Modules and Extensions', 'Process Discovery', 'Windows Management Instrumentation', 'Query Registry', 'Hooking', 'Data Compressed', 'Peripheral Device Discovery']"
f5d893afc4ad2e98606b597df186657b57f3d1e3a5abe51f800de6086aab84e9,malicious,[],"['Kernel Modules and Extensions', 'Process Discovery', 'Service Execution', 'Application Window Discovery', 'Query Registry', 'Process Injection', 'Email Collection', 'Data Compressed', 'Software Packing']"
bd5d3ebe6150f53c1535e1667a18bbd4831751a414e7518dc8e1d15a19db95b3,malicious,"['ransomware', 'evasive']","['Kernel Modules and Extensions', 'Clipboard Data', 'File Deletion', 'File and Directory Discovery', 'Input Capture', 'Remote Desktop Protocol', 'Application Window Discovery', 'Query Registry', 'System Time Discovery', 'Email Collection', 'Hooking', 'Data Compressed', 'System Information Discovery', 'Software Packing']"
58898bd42c5bd3bf9b1389f0eee5b39cd59180e8370eb9ea838a0b327bd6fe47,malicious,[],"['Data Compressed', 'Remote Desktop Protocol']"
cd5ff67ff773cc60c98c35f9e9d514b597cbd148789547ba152ba67bfc0fec8f,malicious,[],"['System Time Discovery', 'Data Compressed', 'Process Injection', 'Hooking']"
05feed9762bc46b47a7dc5c469add9f163c16df4ddaafe81983a628da5714461,malicious,[],"['Data Compressed', 'System Time Discovery', 'Hooking']"
d29bfbc0c7420014962291a416b01637fbaa8f774e0e31e143a392e84c244bcf,malicious,"['exploit', 'macros-on-open']","['Uncommonly Used Port', 'Modify Registry', 'Windows Management Instrumentation', 'Service Execution', 'User Execution', 'Office Application Startup', 'Application Window Discovery', 'Process Injection', 'Email Collection', 'Hooking']"
8cf50ae247445de2e570f19705236ed4b1e19f75ca15345e5f00857243bc0e9b,malicious,[],"['Kernel Modules and Extensions', 'Modify Registry', 'Service Execution', 'Registry Run Keys / Start Folder', 'Query Registry', 'Process Injection', 'Hooking', 'Data Compressed', 'Peripheral Device Discovery']"
5291232b297dfcb56f88b020ec7b896728f139b98cef7ab33d4f84c85a06d553,malicious,['ransomware'],"['Kernel Modules and Extensions', 'Modify Registry', 'Service Execution', 'Registry Run Keys / Start Folder', 'Query Registry', 'Process Injection', 'Hooking', 'Data Compressed', 'Peripheral Device Discovery']"
e8dd3edec497fd511b69b5490a63477d86a2f69abc8c3789b5ea518b9ffca20f,malicious,[],"['Execution through Module Load', 'File Deletion', 'File and Directory Discovery', 'Windows Management Instrumentation', 'Application Window Discovery', 'System Time Discovery', 'System Information Discovery']"
0c06e129902925c7ebd70e93d4d09707add781d8bd89cd557cda023045f3853e,malicious,[],"['Data Compressed', 'Query Registry', 'Hooking']"
4e51dd2e0e0a9da96c4819dfa89e059db451043849cce88978c0d46aeb5f61ff,malicious,[],"['Data Compressed', 'Query Registry']"
e62f86f7aab8c32c4be75ecc053e32e183b889783d54883dfd1320e79132696c,malicious,[],"['Kernel Modules and Extensions', 'Modify Registry', 'Process Discovery', 'Query Registry', 'System Time Discovery', 'Hooking', 'Data Compressed', 'System Information Discovery']"
7ab7abbcb34b7d9ec56d421f02cb65bcf58d2dbf13d38bfb6b4ad10ddd6b6ad9,malicious,[],"['Kernel Modules and Extensions', 'Modify Registry', 'Process Discovery', 'Registry Run Keys / Start Folder', 'Data Encoding', 'Query Registry', 'Process Injection', 'System Time Discovery', 'Hooking', 'Data Compressed', 'System Information Discovery']"
f285c2244d3e8dfa950bc91da6e3ad88fb8ab42f2bfd1b45f87d88b238203c3e,malicious,[],"['Kernel Modules and Extensions', 'File Deletion', 'File and Directory Discovery', 'Query Registry', 'Process Injection', 'System Time Discovery', 'Hooking', 'Email Collection', 'Data Compressed', 'System Owner/User Discovery', 'System Information Discovery']"
2fc24487c4a4e8512e4179223c1fa155088a778753dd6d356d636d5679441d55,malicious,[],['Remote Desktop Protocol']
ed043ff67cc28e67ba36566c340090a19e5bf87c6092d418ff0fd3759fb661ab,malicious,"['pony', 'evasive']","['Kernel Modules and Extensions', 'File Deletion', 'Modify Registry', 'File and Directory Discovery', 'Windows Management Instrumentation', 'Process Discovery', 'Remote Desktop Protocol', 'Data Encoding', 'Query Registry', 'Process Injection', 'Email Collection', 'Hooking', 'Masquerading', 'System Information Discovery', 'Peripheral Device Discovery', 'Network Service Scanning']"
c31b6e0750f4403c0b7097e25b1e3abbd1f456d60976fa47b87f1b2c30c6ad7c,malicious,[],"['Data Compressed', 'Kernel Modules and Extensions', 'Hooking']"
deb73cc78b3b117e61ff7042c41be1ad1d687f912a743b5a4669a480809e13d9,malicious,[],['Data Compressed']
c31b6e0750f4403c0b7097e25b1e3abbd1f456d60976fa47b87f1b2c30c6ad7c,malicious,[],"['Data Compressed', 'Kernel Modules and Extensions', 'Hooking']"
deb73cc78b3b117e61ff7042c41be1ad1d687f912a743b5a4669a480809e13d9,malicious,[],['Data Compressed']
6fce8010511d2b513d5589a148b52f0ce33083dec68ee23463300ad15cc6dd7e,malicious,['evasive'],"['Kernel Modules and Extensions', 'Modify Registry', 'File Deletion', 'Windows Management Instrumentation', 'Service Execution', 'Remote Desktop Protocol', 'Application Window Discovery', 'Query Registry', 'Process Injection', 'Code Signing', 'Hooking', 'System Time Discovery', 'Data Compressed', 'Software Packing']"
b839e6f4a6d6facd4194c8ca856a9876d31c355c176daa2a7b3917c4b7aa9f4a,malicious,['evasive'],"['Kernel Modules and Extensions', 'Modify Registry', 'File Deletion', 'Windows Management Instrumentation', 'Service Execution', 'Remote Desktop Protocol', 'Application Window Discovery', 'Query Registry', 'Process Injection', 'Code Signing', 'Hooking', 'System Time Discovery', 'Data Compressed', 'Software Packing']"
6dce5eccbdd96bca3c634adc5f7ad420b8c5be99597e4f98ff6993499a69c79f,malicious,['evasive'],"['File Deletion', 'Modify Registry', 'Query Registry', 'Process Injection', 'System Time Discovery', 'Hooking', 'File and Directory Discovery', 'System Information Discovery', 'Peripheral Device Discovery', 'Service Execution', 'Command-Line Interface', 'Application Window Discovery', 'Code Signing', 'Email Collection', 'Data Compressed', 'Kernel Modules and Extensions', 'Process Discovery', 'Commonly Used Port', 'Registry Run Keys / Start Folder', 'Masquerading', 'System Owner/User Discovery', 'Unknown technique']"
04f468bec220fa9dfd4897adf86f28f8ceb04a72806c473cd22e366f716389a3,malicious,"['wannacry', 'wanacrypt0r', 'wcry']",['Data Compressed']
5f5be99a8b89da0c3efef7f14e5d2ecfd17344749a60981d87cb07b2d7f6db6a,malicious,['phishing'],"['Kernel Modules and Extensions', 'Uncommonly Used Port', 'Modify Registry', 'File Deletion', 'Service Execution', 'Remote Desktop Protocol', 'System Network Configuration Discovery', 'New Service', 'Query Registry', 'Hooking', 'Data Compressed', 'Peripheral Device Discovery', 'Network Service Scanning']"
7b2134700adb3874616143244f1f4fd9afefa0948a508f10c8089516fc836121,malicious,"['ransomware', 'phishing']","['Kernel Modules and Extensions', 'Uncommonly Used Port', 'File Deletion', 'Modify Registry', 'Service Execution', 'Remote Desktop Protocol', 'System Network Configuration Discovery', 'New Service', 'Query Registry', 'Hooking', 'Data Compressed', 'Peripheral Device Discovery', 'Network Service Scanning']"
4a5a444bcb6c9ef0962bca00d492c03aeb4130640e865143f646eb5d683f58a3,malicious,['phishing'],"['Kernel Modules and Extensions', 'Uncommonly Used Port', 'Modify Registry', 'File Deletion', 'Service Execution', 'Remote Desktop Protocol', 'System Network Configuration Discovery', 'New Service', 'Query Registry', 'Hooking', 'Data Compressed', 'Peripheral Device Discovery', 'Network Service Scanning']"
45317968759d3e37282ceb75149f627d648534c5b4685f6da3966d8f6fca662d,malicious,"['adware', 'keylogger', 'worm', 'ransomware', 'toolbar', 'injector', 'riskware', 'exploit', 'backdoor', 'autorun']","['Kernel Modules and Extensions', 'Uncommonly Used Port', 'Modify Registry', 'File Deletion', 'Process Discovery', 'Service Execution', 'Registry Run Keys / Start Folder', 'File System Permissions Weakness', 'Query Registry', 'Process Injection', 'System Time Discovery', 'Hooking', 'Data Compressed', 'System Information Discovery', 'Peripheral Device Discovery']"
6c276669fe44afef56d7c990195bf5fb0c23b15ef8c3748ad7095b0e53258b98,malicious,"['ransomware', 'phishing']","['Kernel Modules and Extensions', 'Uncommonly Used Port', 'Modify Registry', 'File Deletion', 'Service Execution', 'Remote Desktop Protocol', 'System Network Configuration Discovery', 'New Service', 'Query Registry', 'Hooking', 'Data Compressed', 'Peripheral Device Discovery', 'Network Service Scanning']"
1a5558f3f2cd8fbab6f8c9cf6f7ec5b372153a6e65de33a8c3bde25c02850e65,malicious,['phishing'],"['Kernel Modules and Extensions', 'Uncommonly Used Port', 'Modify Registry', 'File Deletion', 'Service Execution', 'Remote Desktop Protocol', 'System Network Configuration Discovery', 'New Service', 'Query Registry', 'Hooking', 'Data Compressed', 'Peripheral Device Discovery', 'Network Service Scanning']"
1ceac64d1da25ee06a335a6fe47c213860fd56ceafe41dd3d70a7b20d4366f3e,malicious,['phishing'],"['Kernel Modules and Extensions', 'Uncommonly Used Port', 'Modify Registry', 'File Deletion', 'Windows Management Instrumentation', 'Service Execution', 'File System Permissions Weakness', 'Remote Desktop Protocol', 'System Network Configuration Discovery', 'New Service', 'Query Registry', 'Hooking', 'Data Compressed', 'Peripheral Device Discovery', 'Network Service Scanning']"
8fa7cb147772bade1ae82205d54f7dfb65159425bd63922ae12b6bde5452feed,malicious,['phishing'],"['Kernel Modules and Extensions', 'Uncommonly Used Port', 'File Deletion', 'Modify Registry', 'Service Execution', 'Remote Desktop Protocol', 'System Network Configuration Discovery', 'New Service', 'Query Registry', 'Hooking', 'Data Compressed', 'Peripheral Device Discovery', 'Network Service Scanning']"
8908860319f10a2256a69d177d92a36707c77f70d1805d0adc521322a8364156,malicious,[],"['Kernel Modules and Extensions', 'Uncommonly Used Port', 'File Deletion', 'Modify Registry', 'Process Discovery', 'Service Execution', 'Registry Run Keys / Start Folder', 'File System Permissions Weakness', 'Query Registry', 'Process Injection', 'Hooking', 'Data Compressed', 'Peripheral Device Discovery']"
0d5f247a37ac140bda569131e762c99dd217c33ff74d6230d6d6f0f91954c4d1,malicious,['ransomware'],"['Kernel Modules and Extensions', 'Uncommonly Used Port', 'Modify Registry', 'Service Execution', 'Remote Desktop Protocol', 'System Network Configuration Discovery', 'New Service', 'Query Registry', 'Hooking', 'Data Compressed', 'Network Service Scanning']"
02a04e54172f73c2c18f7c5b28b6cbef9796e1e769f8ccf75a67f24e6bc0508e,malicious,['phishing'],"['Kernel Modules and Extensions', 'Uncommonly Used Port', 'Modify Registry', 'File Deletion', 'Service Execution', 'Security Software Discovery', 'Remote Desktop Protocol', 'System Network Configuration Discovery', 'New Service', 'Query Registry', 'Email Collection', 'Hooking', 'Data Compressed', 'Peripheral Device Discovery', 'Network Service Scanning']"
8b25d86de1410f3e169511f360fd35fa89e0d9fe99b938e2e9bac770cfe6c2b3,malicious,['phishing'],"['Kernel Modules and Extensions', 'Uncommonly Used Port', 'Modify Registry', 'File Deletion', 'Service Execution', 'Remote Desktop Protocol', 'System Network Configuration Discovery', 'New Service', 'Query Registry', 'Hooking', 'Data Compressed', 'Peripheral Device Discovery', 'Network Service Scanning']"
bfb9a5b7d1c6c2d1de53e1cbc2f78d4b2973ad84d01428996cadadcc18db7523,malicious,[],"['Kernel Modules and Extensions', 'Command-Line Interface', 'Query Registry', 'Hooking', 'Data Compressed', 'Peripheral Device Discovery']"
50aa2a44b7ec0e7fe2c20e1bdeb5c25532b9ee368f8ccecd21f166b8c01523b0,malicious,[],['Data Compressed']
f9e825962416024548e4cdbf1a3d2b39745c18f3798c0d0b98598eebd6152459,malicious,['evasive'],"['Application Window Discovery', 'Kernel Modules and Extensions', 'Email Collection', 'Query Registry']"
fae1c9a6cafcdf299f86a78ffed4e371b82b05b3f09eb933d866ab3244d0c704,malicious,[],['Peripheral Device Discovery']
df6d5b29a97647bca44e2306069f7675ef992f591c8c761af99bbdc17cfa7692,malicious,"['wannacry', 'wanacrypt0r', 'ransomware', 'phishing', 'wcry']","['Kernel Modules and Extensions', 'Uncommonly Used Port', 'Modify Registry', 'File Deletion', 'Service Execution', 'Remote Desktop Protocol', 'System Network Configuration Discovery', 'New Service', 'Query Registry', 'Hooking', 'Data Compressed', 'Peripheral Device Discovery', 'Network Service Scanning']"
